,Title,Occupation,Company,Company Location,Specs,Link
275,Accounting Manager,"['Full Time', 'On-site']",Benaa Real estate Dev. & Investment ,"New Cairo, Cairo, Egypt ",Manager · 7 - 10 Yrs of Exp · Accounting/Finance · Accounting · CMA · Microsoft Excel · excel · Real Estate · Construction · MBA · Financial Analysis · Financial Management,https://wuzzuf.net/jobs/p/m0oGVgevIMhU-Accounting-Manager-Benaa-Real-estate-Dev-Investment-Cairo-Egypt
276,Junior Accountant,"['Full Time', 'Shift Based', 'On-site']",Micro Engineering ,"Heliopolis, Cairo, Egypt ",Entry Level · 1 - 2 Yrs of Exp · Accounting/Finance · Administration · Banking · Accounting · computer software · Finance · Financial Analysis · Financial Reporting · Microsoft Office · MS Office,https://wuzzuf.net/jobs/p/BMUbUC0JRWpC-Junior-Accountant-Micro-Engineering-Cairo-Egypt
277,Total Rewards Senior Specialist,"['Full Time', 'On-site']",Sky logistics ,"Sheikh Zayed, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · Human Resources · Other · Benefits · Communication skills · Total rewards · Human Resources (HR) · Microsoft Excel · job analysis · HRIS · Analytical Skills,https://wuzzuf.net/jobs/p/jNhuMNlDzcsU-Total-Rewards-Senior-Specialist-Sky-logistics-Giza-Egypt
278,Data Engineer,['Full Time'],iValue ,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Engineering · Software Engineering · Software Development · SQL,https://wuzzuf.net/jobs/p/g/Qo1hDUeZUo1R-Data-Engineer-iValue-Riyadh-Saudi-Arabia
279,General Accountant,"['Full Time', 'On-site']",Kandeel Group ,"New Cairo, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · males_only · Accounting/Finance · Banking · Accounting · Construction · Finance · Financial Management · Management · MS Office · office · MS,https://wuzzuf.net/jobs/p/Br0Yd8HI7llE-General-Accountant-Kandeel-Group-Cairo-Egypt
280,Immediate Need - Data Entry Reps (Remote Work),['Full Time'],CABINET CONSEIL TRANSVERSYS ,"Riyadh, Saudi Arabia ",Not specified · Accounting/Finance · Customer Service/Support · Sales/Retail · customer service · microsoft office · customer care · sales · communication skills · management · quality,https://wuzzuf.net/jobs/p/g/PwMleBQzODKz-Immediate-Need---Data-Entry-Reps-Remote-Work-CABINET-CONSEIL-TRANSVERSYS-Riyadh-Saudi-Arabia
281,Senior Cost Accountant (Manufacturing Industry),"['Full Time', 'On-site']",Selah ElTelmeez For Publishing & printing ,"Obour City, Cairo, Egypt ",Experienced · 6 - 8 Yrs of Exp · Accounting/Finance · Accounting · analytical · Communication · Cost Accounting · ERP System · Finance · Financial Management · Cost · English,https://wuzzuf.net/jobs/p/I6pkAwk5iweg-Senior-Cost-Accountant-Manufacturing-Industry-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt
282,Tax Accountant,"['Full Time', 'On-site']",UDesign for Construction & Décor ,"New Cairo, Cairo, Egypt ",Experienced · 2 - 6 Yrs of Exp · Accounting/Finance · accountant · Accounting · Bookkeeping · CMA · CPA · Finance · Financial Analysis · Tax · tax accountant,https://wuzzuf.net/jobs/p/NhZC0iTOQGdA-Tax-Accountant-UDesign-for-Construction-Décor-Cairo-Egypt
283,Cost Control Accountant,"['Full Time', 'On-site']",LYCHEE EGYPT ,"New Cairo, Cairo, Egypt ",Experienced · 2 - 6 Yrs of Exp · Accounting/Finance · Cost Control · Cost · Control · Finance · accountant · Reporting · Manufacturing · FMCG · Financial Analysis,https://wuzzuf.net/jobs/p/uBJSJjyeYznP-Cost-Control-Accountant-LYCHEE-EGYPT-Cairo-Egypt
284,Online Data Entry/Customer Support – Remote Roles,['Full Time'],Zonnig Inzicht ,"Dubai, United Arab Emirates ",Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · computer science · information technology (it) · customer service · computer engineering · microsoft office · social media · management,https://wuzzuf.net/jobs/p/g/ubySjY5xACrk-Online-Data-EntryCustomer-Support-–-Remote-Roles-Zonnig-Inzicht-Dubai-United-Arab-Emirates
285,Sales Analyst,"['Full Time', 'On-site']",Americana Foods ,"New Cairo, Cairo, Egypt ",Experienced · 1 - 4 Yrs of Exp · Logistics/Supply Chain · Analysis · Data Analysis · Sales · Export Sales · Export,https://wuzzuf.net/jobs/p/AYYja653UWGw-Sales-Analyst-Americana-Foods-Cairo-Egypt
286,German Real Time Analyst,"['Full Time', 'On-site']",Teleperformance - Egypt ,"Katameya, Cairo, Egypt ",Experienced · 1+ Yrs of Exp · Analyst/Research · Workforce Management · Analysis · workforce · excel · Customer Care · Genesys · Avaya · Call Center · Operations,https://wuzzuf.net/jobs/p/rMQc8CCqGFGg-German-Real-Time-Analyst-Teleperformance---Egypt-Cairo-Egypt
287,General Accountant,"['Full Time', 'On-site']",TENSIL ,"Maadi, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · Accounting/Finance · Accounting · analytical · Construction · Finance · Financial Analysis · Financial Management · Accounting Software · Accounting principles · Costing,https://wuzzuf.net/jobs/p/IhoFGTNv2674-General-Accountant-TENSIL-Cairo-Egypt
288,Senior Budget Analyst,"['Full Time', 'On-site']",Confidential ,"Sheraton, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Accounting · Analysis · CMA · Finance · SAP · Budgeting,https://wuzzuf.net/jobs/p/gVDU2YXusilG-Senior-Budget-Analyst-Cairo-Egypt
289,Accounting Manager,"['Full Time', 'On-site']",One Electronics ,"Cairo, Egypt ",Manager · 5 - 7 Yrs of Exp · Accounting/Finance · Operations/Management · Compliance · Financial Analysis · Financial Management · Financial Reports · Financial Accounting · Financial · Accounting · Accounting Manager,https://wuzzuf.net/jobs/p/iigFEBfYGaTT-Accounting-Manager-One-Electronics-Cairo-Egypt
290,Chief Accountant,"['Full Time', 'On-site']",El-nour for vegetable and fruits supplies  ,"Obour City, Cairo, Egypt ",Manager · 4 - 6 Yrs of Exp · Accounting/Finance · Operations/Management · Accounting · Finance · CMA · CPA · excel · Financial Analysis · Financial Management · General Ledger,https://wuzzuf.net/jobs/p/QPLhzR7pqACW-Chief-Accountant-El-nour-for-vegetable-and-fruits-supplies-Cairo-Egypt
291,"Senior Service Operations Owner, Market Data Services",['Full Time'],Exegy ,"Dubai, United Arab Emirates ",Senior Management · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · sales · sales skills · information technology (it) · customer service · computer science · customer support · engineering,https://wuzzuf.net/jobs/p/g/6ISkPITpM7l2-Senior-Service-Operations-Owner-Market-Data-Services-Exegy-Dubai-United-Arab-Emirates
292,Data Entry/Admin Support - Work From Home,['Full Time'],Recyclednapkin.com ,"Dubai, United Arab Emirates ",Not specified · Administration · Customer Service/Support · Sales/Retail · Data Entry · Administration · Customer Support · Admin · Customer Care · Customer Service · Microsoft Office,https://wuzzuf.net/jobs/p/g/BoE4UV1irfIH-Data-EntryAdmin-Support---Work-From-Home-Recyclednapkin-com-Dubai-United-Arab-Emirates
293,Accountant,"['Full Time', 'On-site']",ESC ,"New Cairo, Cairo, Egypt ",Experienced · 5 - 10 Yrs of Exp · Accounting/Finance · Administration · Accounting · Accounting Software · accuracy · Construction · Finance · Financial · Financial Analysis · Financial Management,https://wuzzuf.net/jobs/p/rEHbpt32Kdp9-Accountant-ESC-Cairo-Egypt
294,Cost Accountant - 10th Of Ramadan,"['Full Time', 'On-site']",Good Seal Packaging   ,"10th of Ramadan City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Analyst/Research · Cost Accountant · Accounting · Cost Analyst · Financial Analysis · excel · Finance · Cost · accountant,https://wuzzuf.net/jobs/p/iJQF3dfzJeiW-Cost-Accountant---10th-Of-Ramadan-Good-Seal-Packaging-Cairo-Egypt
295,Senior Digital Marketing Specialist,"['Full Time', 'On-site']",Teleperformance - Egypt ,"Katameya, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Writing/Editorial · Marketing/PR/Advertising · Digital · Digital Marketing · digital marketing · Digital Marketing Specialist · E-Marketing · Marketing · marketing specialist,https://wuzzuf.net/jobs/p/3QM75SGUry4u-Senior-Digital-Marketing-Specialist-Teleperformance---Egypt-Cairo-Egypt
296,Accountant,"['Full Time', 'On-site']",New goldenpack for packing industries  ,"6th of October, Giza, Egypt ",Experienced · 1 - 5 Yrs of Exp · Accounting/Finance · Accounting · Finance · MS Excel · Financial Management · Financial Analysis,https://wuzzuf.net/jobs/p/kMngxnfcKLpT-Accountant-New-goldenpack-for-packing-industries-Giza-Egypt
297,Accountant,"['Full Time', 'On-site']",poweroy ,"Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · Accounting/Finance · Accounting · Finance · excel · Financial Analysis · Tax · Taxes · E-Invoice · Export refund,https://wuzzuf.net/jobs/p/wQbaEvsjFT23-Accountant-poweroy-Cairo-Egypt
298,Accountant,"['Full Time', 'On-site']",Saadawy garage ,"New Cairo, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Administration · Accounting Software · Accounting · CMA · CPA · excel · Finance · Financial Analysis · Financial Management,https://wuzzuf.net/jobs/p/s9CuQYYBA6hc-Accountant-Saadawy-garage-Cairo-Egypt
299,Entry-Level Remote Data Entry Positions,['Full Time'],qpmedia ,"Riyadh, Saudi Arabia ",Not specified · Accounting/Finance · Administration · Customer Service/Support · microsoft office · customer service · finance · accounting · data entry · communication skills · management,https://wuzzuf.net/jobs/p/g/WWLWJ4kCavcg-Entry-Level-Remote-Data-Entry-Positions-qpmedia-Riyadh-Saudi-Arabia
300,Entry-Level Work-From-Home Data Entry Jobs,['Full Time'],qpmedia ,"Riyadh, Saudi Arabia ",Not specified · Accounting/Finance · Administration · Customer Service/Support · microsoft office · administration · data entry · accounting · communication skills · management · media,https://wuzzuf.net/jobs/p/g/ATbyksS53GkU-Entry-Level-Work-From-Home-Data-Entry-Jobs-qpmedia-Riyadh-Saudi-Arabia
301,Accountant,"['Full Time', 'On-site']",Delta Capital for Urban Development ,"Dokki, Giza, Egypt ",Entry Level · 2 - 4 Yrs of Exp · Accounting/Finance · Accounting · analytical · Communication · English · excel · Finance · ERP · Financial Analysis · Financial Management,https://wuzzuf.net/jobs/p/Db5bpVw92hb4-Accountant-Delta-Capital-for-Urban-Development-Giza-Egypt
302,Data Analyst,['Full Time'],NICE ONE | نايس ون ,"Riyadh, Saudi Arabia ",Entry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Analysis · Analysis · Computer Science · Information Technology (IT) · SQL · Microsoft Office · Microsoft Excel,https://wuzzuf.net/jobs/p/g/EpgslzXympnx-Data-Analyst-NICE-ONE-نايس-ون-Riyadh-Saudi-Arabia
303,Cost Accountant,"['Full Time', 'On-site']",Prifix ,"Bourj Alarab, Alexandria, Egypt ",Experienced · 2 - 5 Yrs of Exp · Accounting/Finance · accountant · Accounting · Cost Accountant · Cost Accounting · Finance · Financial Analysis · Cost,https://wuzzuf.net/jobs/p/pD5YFMYLKkgk-Cost-Accountant-Prifix-Alexandria-Egypt
304,Accountant,"['Full Time', 'On-site']",consilium ,"Sheikh Zayed, Giza, Egypt ",Experienced · 2 - 3 Yrs of Exp · Accounting/Finance · Administration · Accounting · excel · Finance · Financial Analysis · Financial Management · MS Excel,https://wuzzuf.net/jobs/p/KqsEaQxuiiQf-Accountant-consilium-Giza-Egypt
305,Online Data Entry Operator Needed,['Full Time'],Beeldwerk collective studio 127 ,"Riyadh, Saudi Arabia ",Not specified · Administration · Customer Service/Support · Analyst/Research · Administration · Data Entry · Admin · Microsoft Office · Admin Assist · Call Center · Communication Skills,https://wuzzuf.net/jobs/p/g/nJGPxIN3S5BA-Online-Data-Entry-Operator-Needed-Beeldwerk-collective-studio-127-Riyadh-Saudi-Arabia
306,Financial Controller ( Retail ),"['Full Time', 'On-site']",Outservingplus ,"Giza, Egypt ",Manager · 10 - 20 Yrs of Exp · Accounting/Finance · Finance · Financial Management · Accounting · Financial · Financial Analysis · Retail,https://wuzzuf.net/jobs/p/DkYWJVod4It2-Financial-Controller-Retail-Outservingplus-Giza-Egypt
307,External Audit Supervisor,"['Full Time', 'On-site']",Shohdy Finance  ,"Sheraton, Cairo, Egypt ",Manager · 7 - 9 Yrs of Exp · Accounting/Finance · External Auditing · Financial · Finance · Financial Analysis · IFRS · GAAP · Data Analysis · Auditing · Accounting,https://wuzzuf.net/jobs/p/BlPhnsI0VB9N-External-Audit-Supervisor-Shohdy-Finance-Cairo-Egypt
308,Accounts Payable Specialist,"['Full Time', 'On-site']",ADDDED for Services ,"Heliopolis, Cairo, Egypt ",Entry Level · 2 - 4 Yrs of Exp · Accounting/Finance · Accounting · Financial Analysis · Payable · Accounts Payable · Communication,https://wuzzuf.net/jobs/p/A6rTIHUPqUT7-Accounts-Payable-Specialist-ADDDED-for-Services-Cairo-Egypt
309,Remote Data Entry Role (Part Time),['Full Time'],Pro Player Baseball Instruction ,"Riyadh, Saudi Arabia ",Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · computer science · information technology (it) · computer engineering · customer service · data entry · management · analysis,https://wuzzuf.net/jobs/p/g/2L7E0y0YyDGj-Remote-Data-Entry-Role-Part-Time-Pro-Player-Baseball-Instruction-Riyadh-Saudi-Arabia
310,Accounting Supervisor,"['Full Time', 'Remote']",Confidential ,"Cairo, Egypt ",Senior Management · 4 - 5 Yrs of Exp · Accounting/Finance · Insurance · Accounting · Financial Management · Communication · Financial Analysis · Collection · Finance · Data Entry · Communication skills,https://wuzzuf.net/jobs/p/gPbM5Xca25K2-Accounting-Supervisor-Cairo-Egypt
311,Financial Analyst,"['Full Time', 'On-site']",DABBAGH Group  ,"Sheraton, Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · Accounting/Finance · Accounting · Financial Analysis · Odoo,https://wuzzuf.net/jobs/p/TSezUFsP0Qui-Financial-Analyst-DABBAGH-Group-Cairo-Egypt
312,Senior Internal Auditor,"['Full Time', 'On-site']",LOLC EL-OULA MICROFINANCE EGYPT’ ,"Maadi, Cairo, Egypt ",Experienced · 4 - 7 Yrs of Exp · Accounting/Finance · Accounting · Audit · Auditing · CIA · English · Internal audit · CMA · CPA · Finance,https://wuzzuf.net/jobs/p/aKCYi23bZ0bp-Senior-Internal-Auditor-LOLC-EL-OULA-MICROFINANCE-EGYPT’-Cairo-Egypt
313,Accountant,"['Full Time', 'On-site']",Wiredsun Studio  ,"Giza, Egypt ",Experienced · 4 - 6 Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Analysis · Financial Management · Financial Reporting · Accounting principles · accuracy · Communication · Data Entry,https://wuzzuf.net/jobs/p/urVEqzImry3I-Accountant-Wiredsun-Studio-Giza-Egypt
314,Data Entry/Admin Support - Work From Home,['Full Time'],Nederlandse WingTsun Organisatie ,"Dubai, United Arab Emirates ",Not specified · Administration · Customer Service/Support · Sales/Retail · Data Entry · Administration · Customer Support · Admin · Customer Care · Customer Service · Microsoft Office,https://wuzzuf.net/jobs/p/g/809ni3XUYhlp-Data-EntryAdmin-Support---Work-From-Home-Nederlandse-WingTsun-Organisatie-Dubai-United-Arab-Emirates
315,General Accountant,"['Full Time', 'On-site']",SAYYAD Holding  ,"Hurghada, Red Sea, Egypt ",Entry Level · 2 - 10 Yrs of Exp · Accounting/Finance · Banking · Logistics/Supply Chain · Accounting · Finance · Financial Analysis · CPA · CMA,https://wuzzuf.net/jobs/p/1ZJkrhitfqMr-General-Accountant-SAYYAD-Holding-Red-Sea-Egypt
316,Accounting Manager,"['Full Time', 'On-site']",ESC ,"New Cairo, Cairo, Egypt ",Experienced · 5 - 10 Yrs of Exp · Accounting/Finance · Administration · Operations/Management · Accounting · Accounting Software · analytical · Construction · Finance · Financial Analysis · Financial Management,https://wuzzuf.net/jobs/p/d4eSvjUSFr2z-Accounting-Manager-ESC-Cairo-Egypt
317,Industrial Engineer,"['Full Time', 'On-site']",Kandil Glass  ,"10th of Ramadan City, Cairo, Egypt ",Experienced · 3 - 7 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Other · Engineering · Industrial · Analysis · LEAN · Six Sigma · Mechanical Engineering · Industrial Engineering,https://wuzzuf.net/jobs/p/XnYbYtHm1UxB-Industrial-Engineer-Kandil-Glass-Cairo-Egypt
318,QHSE Manager,"['Full Time', 'Hybrid']",Genedy Group Construction  ,"Maadi, Cairo, Egypt ",Manager · 12 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality · Engineering - Other · Engineering · Quality Assurance · ISO · Data Analysis · Leadership · HSE · QHSE management,https://wuzzuf.net/jobs/p/EyciS4NE99oN-QHSE-Manager-Genedy-Group-Construction-Cairo-Egypt
319,Human Resources Generalist,"['Full Time', 'On-site']",Monglish Academy ,"Nasr City, Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · Human Resources · Recruitment · Personnel Management · Payroll · Training Needs Analysis · HR Policies · Communication skills · Microsoft Office · Labor Laws · Business Administration,https://wuzzuf.net/jobs/p/AIc2D7vwkyu9-Human-Resources-Generalist-Monglish-Academy-Cairo-Egypt
320,Senior Cost Accountant,"['Full Time', 'On-site']",Hyma Plastic ,"Abu Rawash, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Cost Accounting · ERP · Financial Analysis · Microsoft Excel · Manufacturing,https://wuzzuf.net/jobs/p/f3YQZfMZxRcL-Senior-Cost-Accountant-Hyma-Plastic-Giza-Egypt
